holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
Yes,292.2,2.0,0.0,51,Rain,heavy rain,2025-08-15 03:00:00,200
Yes,302.5,0.0,0.0,52,Clouds,overcast clouds,2025-08-15 04:00:00,523
Yes,291.5,0.0,0.5,0,Snow,light snow,2025-08-15 05:00:00,483
Yes,300.3,0.0,0.0,59,Clear,sky is clear,2025-08-15 06:00:00,887
Yes,289.7,0.0,0.0,92,Clouds,overcast clouds,2025-08-15 07:00:00,3908
Yes,306.4,2.0,0.0,72,Rain,heavy rain,2025-08-15 08:00:00,4570
Yes,289.6,0.5,0.0,100,Rain,light rain,2025-08-15 09:00:00,3993
Yes,292.8,0.5,0.0,60,Rain,light rain,2025-08-15 10:00:00,963
Yes,281.0,2.0,0.0,87,Rain,heavy rain,2025-08-15 11:00:00,1240
Yes,299.3,0.0,0.5,34,Snow,light snow,2025-08-15 12:00:00,971
Yes,292.6,2.0,0.0,46,Rain,heavy rain,2025-08-15 13:00:00,904
Yes,280.1,0.0,0.0,5,Clouds,overcast clouds,2025-08-15 14:00:00,1325
Yes,295.6,0.0,0.0,30,Clear,sky is clear,2025-08-15 15:00:00,1366
Yes,300.6,2.0,0.0,5,Rain,heavy rain,2025-08-15 16:00:00,3173
Yes,304.3,0.0,0.0,41,Clouds,overcast clouds,2025-08-15 17:00:00,4350
Yes,285.9,0.5,0.0,73,Rain,light rain,2025-08-15 18:00:00,2673
Yes,287.2,0.5,0.0,64,Rain,light rain,2025-08-15 19:00:00,273
Yes,296.5,0.0,0.0,100,Clear,sky is clear,2025-08-15 20:00:00,710
Yes,302.5,0.5,0.0,43,Rain,light rain,2025-08-15 21:00:00,280
Yes,290.4,0.0,0.0,77,Clouds,overcast clouds,2025-08-15 22:00:00,706
Yes,297.4,0.0,0.5,80,Snow,light snow,2025-08-15 23:00:00,200
No,286.2,0.0,0.0,56,Clouds,overcast clouds,2025-08-16 00:00:00,200
No,290.5,0.0,0.5,78,Snow,light snow,2025-08-16 01:00:00,200
No,295.6,0.0,0.5,44,Snow,light snow,2025-08-16 02:00:00,200
No,280.8,2.0,0.0,51,Rain,heavy rain,2025-08-16 03:00:00,200
No,299.5,0.5,0.0,41,Rain,light rain,2025-08-16 04:00:00,200
No,300.3,0.0,0.0,20,Clear,sky is clear,2025-08-16 05:00:00,200
No,304.5,2.0,0.0,52,Rain,heavy rain,2025-08-16 06:00:00,200
No,300.3,0.0,0.0,0,Clouds,overcast clouds,2025-08-16 07:00:00,3597
No,300.7,0.0,0.0,61,Clouds,overcast clouds,2025-08-16 08:00:00,2725
No,299.8,0.0,0.0,34,Clear,sky is clear,2025-08-16 09:00:00,2372
No,284.4,0.5,0.0,94,Rain,light rain,2025-08-16 10:00:00,200
No,296.1,0.0,0.0,97,Clouds,overcast clouds,2025-08-16 11:00:00,684
No,302.1,0.5,0.0,47,Rain,light rain,2025-08-16 12:00:00,200
No,300.1,0.5,0.0,39,Rain,light rain,2025-08-16 13:00:00,200
No,311.2,0.5,0.0,86,Rain,light rain,2025-08-16 14:00:00,229
No,287.4,0.0,0.5,51,Snow,light snow,2025-08-16 15:00:00,200
No,292.6,0.0,0.0,80,Clouds,overcast clouds,2025-08-16 16:00:00,2800
No,286.7,0.0,0.5,0,Snow,light snow,2025-08-16 17:00:00,2889
No,292.9,2.0,0.0,55,Rain,heavy rain,2025-08-16 18:00:00,3522
No,304.6,0.5,0.0,63,Rain,light rain,2025-08-16 19:00:00,200
No,299.9,2.0,0.0,51,Rain,heavy rain,2025-08-16 20:00:00,200
No,277.3,0.0,0.0,33,Clear,sky is clear,2025-08-16 21:00:00,200
No,298.0,0.0,0.5,82,Snow,light snow,2025-08-16 22:00:00,200
No,297.7,0.5,0.0,82,Rain,light rain,2025-08-16 23:00:00,200
No,297.7,0.0,0.0,30,Clear,sky is clear,2025-08-17 00:00:00,200
No,284.5,0.0,0.0,66,Clouds,overcast clouds,2025-08-17 01:00:00,200
No,287.1,0.0,0.5,23,Snow,light snow,2025-08-17 02:00:00,200
No,293.8,0.0,0.5,69,Snow,light snow,2025-08-17 03:00:00,200
No,292.5,2.0,0.0,68,Rain,heavy rain,2025-08-17 04:00:00,200
No,287.5,0.0,0.5,85,Snow,light snow,2025-08-17 05:00:00,200
No,296.7,2.0,0.0,83,Rain,heavy rain,2025-08-17 06:00:00,200
No,285.7,0.0,0.0,5,Clouds,overcast clouds,2025-08-17 07:00:00,3551
No,300.3,0.5,0.0,60,Rain,light rain,2025-08-17 08:00:00,2626
No,293.2,0.0,0.0,20,Clouds,overcast clouds,2025-08-17 09:00:00,2017
No,287.8,0.5,0.0,25,Rain,light rain,2025-08-17 10:00:00,200
No,293.9,0.0,0.0,38,Clear,sky is clear,2025-08-17 11:00:00,492
No,297.1,0.5,0.0,70,Rain,light rain,2025-08-17 12:00:00,200
No,291.0,0.0,0.0,58,Clouds,overcast clouds,2025-08-17 13:00:00,236
No,287.8,0.0,0.5,44,Snow,light snow,2025-08-17 14:00:00,200
No,283.3,0.0,0.5,2,Snow,light snow,2025-08-17 15:00:00,200
No,304.0,2.0,0.0,66,Rain,heavy rain,2025-08-17 16:00:00,3007
No,286.4,0.5,0.0,46,Rain,light rain,2025-08-17 17:00:00,3087
No,294.9,0.0,0.0,0,Clear,sky is clear,2025-08-17 18:00:00,2536
No,305.7,0.0,0.5,51,Snow,light snow,2025-08-17 19:00:00,200
No,295.1,2.0,0.0,22,Rain,heavy rain,2025-08-17 20:00:00,200
No,299.2,0.0,0.0,37,Clear,sky is clear,2025-08-17 21:00:00,200
No,293.9,2.0,0.0,67,Rain,heavy rain,2025-08-17 22:00:00,200
No,292.6,0.0,0.5,12,Snow,light snow,2025-08-17 23:00:00,200
No,304.5,2.0,0.0,24,Rain,heavy rain,2025-08-18 00:00:00,200
No,295.5,0.0,0.0,74,Clear,sky is clear,2025-08-18 01:00:00,564
No,295.5,2.0,0.0,30,Rain,heavy rain,2025-08-18 02:00:00,273
No,294.4,2.0,0.0,23,Rain,heavy rain,2025-08-18 03:00:00,200
No,290.3,0.0,0.0,45,Clouds,overcast clouds,2025-08-18 04:00:00,667
No,288.1,0.0,0.0,40,Clear,sky is clear,2025-08-18 05:00:00,835
No,291.5,0.0,0.5,34,Snow,light snow,2025-08-18 06:00:00,241
No,295.9,0.0,0.0,68,Clear,sky is clear,2025-08-18 07:00:00,3747
No,292.7,0.0,0.5,0,Snow,light snow,2025-08-18 08:00:00,3805
No,286.4,0.5,0.0,100,Rain,light rain,2025-08-18 09:00:00,2802
No,292.1,0.5,0.0,63,Rain,light rain,2025-08-18 10:00:00,1092
No,294.7,2.0,0.0,90,Rain,heavy rain,2025-08-18 11:00:00,978
No,300.6,0.0,0.0,38,Clear,sky is clear,2025-08-18 12:00:00,1326
No,289.2,0.0,0.0,43,Clear,sky is clear,2025-08-18 13:00:00,1361
No,293.9,2.0,0.0,24,Rain,heavy rain,2025-08-18 14:00:00,575
No,285.5,0.0,0.0,62,Clear,sky is clear,2025-08-18 15:00:00,1424
No,275.6,0.0,0.0,24,Clear,sky is clear,2025-08-18 16:00:00,4808
No,288.3,0.0,0.5,21,Snow,light snow,2025-08-18 17:00:00,4047
No,296.4,2.0,0.0,46,Rain,heavy rain,2025-08-18 18:00:00,3889
No,297.9,2.0,0.0,63,Rain,heavy rain,2025-08-18 19:00:00,713
No,284.8,0.5,0.0,42,Rain,light rain,2025-08-18 20:00:00,716
No,287.7,0.0,0.0,46,Clouds,overcast clouds,2025-08-18 21:00:00,768
No,285.1,0.5,0.0,100,Rain,light rain,2025-08-18 22:00:00,200
No,311.1,0.0,0.0,40,Clouds,overcast clouds,2025-08-18 23:00:00,715
No,282.9,0.5,0.0,28,Rain,light rain,2025-08-19 00:00:00,200
No,307.3,0.0,0.0,62,Clear,sky is clear,2025-08-19 01:00:00,573
No,287.4,0.0,0.5,43,Snow,light snow,2025-08-19 02:00:00,200
No,302.3,0.0,0.0,45,Clouds,overcast clouds,2025-08-19 03:00:00,474
No,295.1,2.0,0.0,57,Rain,heavy rain,2025-08-19 04:00:00,253
No,293.6,2.0,0.0,50,Rain,heavy rain,2025-08-19 05:00:00,436
No,293.3,0.0,0.0,53,Clouds,overcast clouds,2025-08-19 06:00:00,852
No,291.2,0.0,0.0,44,Clear,sky is clear,2025-08-19 07:00:00,3157
No,286.2,0.0,0.0,44,Clouds,overcast clouds,2025-08-19 08:00:00,3455
No,305.3,0.5,0.0,47,Rain,light rain,2025-08-19 09:00:00,2653
No,305.7,0.0,0.0,13,Clouds,overcast clouds,2025-08-19 10:00:00,1369
No,293.6,0.0,0.0,49,Clear,sky is clear,2025-08-19 11:00:00,1623
No,288.4,0.5,0.0,0,Rain,light rain,2025-08-19 12:00:00,983
No,297.5,0.0,0.5,21,Snow,light snow,2025-08-19 13:00:00,397
No,298.1,2.0,0.0,67,Rain,heavy rain,2025-08-19 14:00:00,876
No,282.6,0.0,0.5,44,Snow,light snow,2025-08-19 15:00:00,462
No,292.9,0.5,0.0,32,Rain,light rain,2025-08-19 16:00:00,3518
No,308.2,0.0,0.5,90,Snow,light snow,2025-08-19 17:00:00,4106
No,294.1,0.0,0.5,50,Snow,light snow,2025-08-19 18:00:00,2282
No,288.2,0.0,0.5,41,Snow,light snow,2025-08-19 19:00:00,200
No,316.2,0.5,0.0,49,Rain,light rain,2025-08-19 20:00:00,201
No,292.4,0.0,0.5,54,Snow,light snow,2025-08-19 21:00:00,348
No,271.9,2.0,0.0,55,Rain,heavy rain,2025-08-19 22:00:00,200
No,306.8,0.0,0.0,33,Clouds,overcast clouds,2025-08-19 23:00:00,458
No,297.2,0.5,0.0,30,Rain,light rain,2025-08-20 00:00:00,200
No,310.5,2.0,0.0,55,Rain,heavy rain,2025-08-20 01:00:00,258
No,286.0,2.0,0.0,10,Rain,heavy rain,2025-08-20 02:00:00,200
No,286.3,2.0,0.0,51,Rain,heavy rain,2025-08-20 03:00:00,200
No,294.7,0.5,0.0,0,Rain,light rain,2025-08-20 04:00:00,211
No,298.9,0.0,0.0,35,Clear,sky is clear,2025-08-20 05:00:00,859
No,290.0,0.0,0.0,59,Clear,sky is clear,2025-08-20 06:00:00,955
No,282.4,0.5,0.0,28,Rain,light rain,2025-08-20 07:00:00,3858
No,293.5,0.0,0.0,59,Clear,sky is clear,2025-08-20 08:00:00,3603
No,288.4,0.5,0.0,66,Rain,light rain,2025-08-20 09:00:00,4980
No,292.5,0.0,0.5,99,Snow,light snow,2025-08-20 10:00:00,925
No,287.0,0.5,0.0,73,Rain,light rain,2025-08-20 11:00:00,846
No,297.7,0.0,0.0,100,Clear,sky is clear,2025-08-20 12:00:00,1452
No,302.6,0.0,0.0,30,Clear,sky is clear,2025-08-20 13:00:00,1500
No,311.4,0.0,0.5,25,Snow,light snow,2025-08-20 14:00:00,920
No,295.0,0.0,0.0,84,Clear,sky is clear,2025-08-20 15:00:00,1390
No,307.0,0.0,0.0,11,Clouds,overcast clouds,2025-08-20 16:00:00,4588
No,311.5,0.0,0.0,96,Clear,sky is clear,2025-08-20 17:00:00,3645
No,295.2,0.0,0.0,41,Clouds,overcast clouds,2025-08-20 18:00:00,4038
No,292.7,2.0,0.0,28,Rain,heavy rain,2025-08-20 19:00:00,529
No,299.2,0.5,0.0,38,Rain,light rain,2025-08-20 20:00:00,427
No,286.7,0.0,0.0,60,Clouds,overcast clouds,2025-08-20 21:00:00,587
No,299.3,0.0,0.5,45,Snow,light snow,2025-08-20 22:00:00,200
No,292.6,0.0,0.0,63,Clouds,overcast clouds,2025-08-20 23:00:00,647
No,288.9,0.5,0.0,11,Rain,light rain,2025-08-21 00:00:00,200
No,303.5,0.0,0.0,0,Clear,sky is clear,2025-08-21 01:00:00,573
No,289.3,0.0,0.5,56,Snow,light snow,2025-08-21 02:00:00,200
No,302.1,0.0,0.5,0,Snow,light snow,2025-08-21 03:00:00,200
No,303.2,0.0,0.0,54,Clouds,overcast clouds,2025-08-21 04:00:00,713
No,291.5,0.0,0.0,10,Clear,sky is clear,2025-08-21 05:00:00,841
No,304.1,0.0,0.5,63,Snow,light snow,2025-08-21 06:00:00,200
No,304.7,2.0,0.0,43,Rain,heavy rain,2025-08-21 07:00:00,3360
No,271.0,0.0,0.5,55,Snow,light snow,2025-08-21 08:00:00,3572
No,292.4,0.5,0.0,87,Rain,light rain,2025-08-21 09:00:00,3724
No,283.7,2.0,0.0,57,Rain,heavy rain,2025-08-21 10:00:00,928
No,293.4,2.0,0.0,57,Rain,heavy rain,2025-08-21 11:00:00,703
No,287.2,0.0,0.0,43,Clear,sky is clear,2025-08-21 12:00:00,1463
No,307.5,2.0,0.0,52,Rain,heavy rain,2025-08-21 13:00:00,1357
No,290.2,0.0,0.0,57,Clear,sky is clear,2025-08-21 14:00:00,1314
No,298.4,0.0,0.5,34,Snow,light snow,2025-08-21 15:00:00,475
No,291.6,0.0,0.0,57,Clouds,overcast clouds,2025-08-21 16:00:00,3762
No,306.3,0.0,0.0,7,Clear,sky is clear,2025-08-21 17:00:00,4609
No,296.8,0.5,0.0,65,Rain,light rain,2025-08-21 18:00:00,4420
No,298.5,0.0,0.0,61,Clouds,overcast clouds,2025-08-21 19:00:00,1007
No,296.9,0.0,0.5,58,Snow,light snow,2025-08-21 20:00:00,487
No,283.5,0.0,0.5,32,Snow,light snow,2025-08-21 21:00:00,421
No,304.3,0.0,0.0,8,Clear,sky is clear,2025-08-21 22:00:00,471
No,291.0,0.0,0.5,37,Snow,light snow,2025-08-21 23:00:00,200
No,299.4,0.0,0.5,0,Snow,light snow,2025-08-22 00:00:00,200
No,285.6,0.0,0.5,48,Snow,light snow,2025-08-22 01:00:00,200
No,298.5,0.0,0.5,100,Snow,light snow,2025-08-22 02:00:00,200
No,284.2,2.0,0.0,100,Rain,heavy rain,2025-08-22 03:00:00,316
No,301.0,0.0,0.5,79,Snow,light snow,2025-08-22 04:00:00,200
No,294.1,2.0,0.0,68,Rain,heavy rain,2025-08-22 05:00:00,544
No,291.0,0.0,0.5,8,Snow,light snow,2025-08-22 06:00:00,200
No,296.1,0.0,0.0,42,Clear,sky is clear,2025-08-22 07:00:00,4375
No,285.8,0.0,0.0,73,Clouds,overcast clouds,2025-08-22 08:00:00,3586
No,296.0,0.5,0.0,45,Rain,light rain,2025-08-22 09:00:00,2902
No,300.8,0.0,0.0,72,Clouds,overcast clouds,2025-08-22 10:00:00,1387
No,300.1,2.0,0.0,47,Rain,heavy rain,2025-08-22 11:00:00,908
No,293.5,0.0,0.0,77,Clear,sky is clear,2025-08-22 12:00:00,1480
No,295.9,2.0,0.0,39,Rain,heavy rain,2025-08-22 13:00:00,841
No,289.4,0.5,0.0,39,Rain,light rain,2025-08-22 14:00:00,1307
No,282.7,0.0,0.0,52,Clear,sky is clear,2025-08-22 15:00:00,1546
No,279.5,0.0,0.5,52,Snow,light snow,2025-08-22 16:00:00,2946
No,295.3,2.0,0.0,50,Rain,heavy rain,2025-08-22 17:00:00,3397
No,282.1,0.5,0.0,60,Rain,light rain,2025-08-22 18:00:00,3576
No,289.8,0.0,0.5,44,Snow,light snow,2025-08-22 19:00:00,261
No,298.4,0.0,0.5,62,Snow,light snow,2025-08-22 20:00:00,200
No,280.1,2.0,0.0,16,Rain,heavy rain,2025-08-22 21:00:00,354
No,311.0,0.0,0.5,95,Snow,light snow,2025-08-22 22:00:00,200
No,304.2,0.0,0.0,58,Clouds,overcast clouds,2025-08-22 23:00:00,696
No,279.9,2.0,0.0,60,Rain,heavy rain,2025-08-23 00:00:00,200
No,303.2,0.0,0.0,67,Clouds,overcast clouds,2025-08-23 01:00:00,200
No,292.4,0.0,0.0,69,Clouds,overcast clouds,2025-08-23 02:00:00,200
No,283.7,0.0,0.0,40,Clear,sky is clear,2025-08-23 03:00:00,200
No,301.8,0.0,0.5,41,Snow,light snow,2025-08-23 04:00:00,200
No,284.5,2.0,0.0,13,Rain,heavy rain,2025-08-23 05:00:00,200
No,288.6,2.0,0.0,66,Rain,heavy rain,2025-08-23 06:00:00,200
No,294.1,0.0,0.0,23,Clouds,overcast clouds,2025-08-23 07:00:00,1597
No,285.9,0.5,0.0,46,Rain,light rain,2025-08-23 08:00:00,2880
No,302.7,0.0,0.5,40,Snow,light snow,2025-08-23 09:00:00,3270
No,292.9,0.0,0.0,100,Clear,sky is clear,2025-08-23 10:00:00,200
No,293.1,0.0,0.5,10,Snow,light snow,2025-08-23 11:00:00,200
No,296.0,0.5,0.0,44,Rain,light rain,2025-08-23 12:00:00,200
No,295.8,0.0,0.5,42,Snow,light snow,2025-08-23 13:00:00,200
No,299.4,2.0,0.0,30,Rain,heavy rain,2025-08-23 14:00:00,200
No,305.0,0.0,0.5,52,Snow,light snow,2025-08-23 15:00:00,200
No,300.5,0.5,0.0,29,Rain,light rain,2025-08-23 16:00:00,2956
No,288.0,0.0,0.0,32,Clouds,overcast clouds,2025-08-23 17:00:00,3438
No,290.9,0.0,0.5,44,Snow,light snow,2025-08-23 18:00:00,3221
No,297.2,2.0,0.0,28,Rain,heavy rain,2025-08-23 19:00:00,200
No,298.3,2.0,0.0,33,Rain,heavy rain,2025-08-23 20:00:00,200
No,292.8,2.0,0.0,87,Rain,heavy rain,2025-08-23 21:00:00,200
No,289.6,2.0,0.0,51,Rain,heavy rain,2025-08-23 22:00:00,200
No,284.6,0.5,0.0,97,Rain,light rain,2025-08-23 23:00:00,200
No,306.1,2.0,0.0,71,Rain,heavy rain,2025-08-24 00:00:00,200
No,297.3,0.0,0.5,41,Snow,light snow,2025-08-24 01:00:00,200
No,292.9,0.0,0.0,49,Clouds,overcast clouds,2025-08-24 02:00:00,200
No,288.4,0.0,0.0,42,Clouds,overcast clouds,2025-08-24 03:00:00,200
No,293.4,0.0,0.0,79,Clouds,overcast clouds,2025-08-24 04:00:00,200
No,304.1,2.0,0.0,90,Rain,heavy rain,2025-08-24 05:00:00,200
No,281.2,0.5,0.0,50,Rain,light rain,2025-08-24 06:00:00,200
No,296.1,0.0,0.0,49,Clouds,overcast clouds,2025-08-24 07:00:00,3163
No,298.0,0.0,0.5,86,Snow,light snow,2025-08-24 08:00:00,2898
No,289.8,0.0,0.5,66,Snow,light snow,2025-08-24 09:00:00,1942
No,292.1,0.0,0.5,37,Snow,light snow,2025-08-24 10:00:00,200
No,293.4,0.0,0.0,49,Clouds,overcast clouds,2025-08-24 11:00:00,334
No,300.9,0.0,0.0,71,Clouds,overcast clouds,2025-08-24 12:00:00,200
No,298.5,0.0,0.0,16,Clear,sky is clear,2025-08-24 13:00:00,524
No,299.9,0.0,0.0,62,Clear,sky is clear,2025-08-24 14:00:00,725
No,300.3,2.0,0.0,50,Rain,heavy rain,2025-08-24 15:00:00,200
No,294.6,0.0,0.0,23,Clear,sky is clear,2025-08-24 16:00:00,3862
No,302.9,0.0,0.5,27,Snow,light snow,2025-08-24 17:00:00,3260
No,296.2,0.0,0.0,28,Clouds,overcast clouds,2025-08-24 18:00:00,3039
No,294.1,0.5,0.0,70,Rain,light rain,2025-08-24 19:00:00,200
No,288.1,2.0,0.0,44,Rain,heavy rain,2025-08-24 20:00:00,200
No,289.9,0.5,0.0,54,Rain,light rain,2025-08-24 21:00:00,200
No,280.1,0.0,0.0,20,Clouds,overcast clouds,2025-08-24 22:00:00,200
No,305.0,2.0,0.0,35,Rain,heavy rain,2025-08-24 23:00:00,200
No,294.5,0.0,0.0,74,Clouds,overcast clouds,2025-08-25 00:00:00,523
No,287.7,2.0,0.0,59,Rain,heavy rain,2025-08-25 01:00:00,200
No,303.7,0.0,0.5,15,Snow,light snow,2025-08-25 02:00:00,200
No,286.8,0.0,0.0,100,Clouds,overcast clouds,2025-08-25 03:00:00,743
No,285.0,2.0,0.0,85,Rain,heavy rain,2025-08-25 04:00:00,200
No,286.8,2.0,0.0,43,Rain,heavy rain,2025-08-25 05:00:00,279
No,285.9,0.0,0.5,38,Snow,light snow,2025-08-25 06:00:00,275
No,300.0,0.5,0.0,41,Rain,light rain,2025-08-25 07:00:00,4020
No,286.5,2.0,0.0,96,Rain,heavy rain,2025-08-25 08:00:00,3709
No,303.0,0.0,0.0,51,Clouds,overcast clouds,2025-08-25 09:00:00,3155
No,298.9,2.0,0.0,18,Rain,heavy rain,2025-08-25 10:00:00,1107
No,300.0,2.0,0.0,48,Rain,heavy rain,2025-08-25 11:00:00,871
No,282.0,0.0,0.0,0,Clear,sky is clear,2025-08-25 12:00:00,1429
No,315.5,0.0,0.5,96,Snow,light snow,2025-08-25 13:00:00,1008
No,287.8,2.0,0.0,0,Rain,heavy rain,2025-08-25 14:00:00,1079
No,295.1,2.0,0.0,22,Rain,heavy rain,2025-08-25 15:00:00,793
No,296.8,0.0,0.0,54,Clear,sky is clear,2025-08-25 16:00:00,5044
No,287.5,0.0,0.0,53,Clear,sky is clear,2025-08-25 17:00:00,4892
No,308.5,2.0,0.0,39,Rain,heavy rain,2025-08-25 18:00:00,4122
No,301.7,0.5,0.0,47,Rain,light rain,2025-08-25 19:00:00,889
No,308.3,0.0,0.0,58,Clouds,overcast clouds,2025-08-25 20:00:00,765
No,295.7,0.0,0.0,60,Clear,sky is clear,2025-08-25 21:00:00,924
No,301.8,0.0,0.0,53,Clouds,overcast clouds,2025-08-25 22:00:00,449
No,292.3,0.0,0.0,75,Clouds,overcast clouds,2025-08-25 23:00:00,672
No,290.1,0.0,0.5,56,Snow,light snow,2025-08-26 00:00:00,200
No,277.1,0.5,0.0,54,Rain,light rain,2025-08-26 01:00:00,200
No,300.2,0.0,0.0,30,Clouds,overcast clouds,2025-08-26 02:00:00,394
No,285.6,2.0,0.0,41,Rain,heavy rain,2025-08-26 03:00:00,200
No,297.2,2.0,0.0,6,Rain,heavy rain,2025-08-26 04:00:00,386
No,304.9,0.0,0.0,49,Clouds,overcast clouds,2025-08-26 05:00:00,813
No,291.9,2.0,0.0,54,Rain,heavy rain,2025-08-26 06:00:00,636
No,295.8,0.0,0.5,81,Snow,light snow,2025-08-26 07:00:00,4086
No,294.3,0.0,0.0,50,Clear,sky is clear,2025-08-26 08:00:00,3243
No,290.2,0.5,0.0,40,Rain,light rain,2025-08-26 09:00:00,4227
No,298.5,0.0,0.0,30,Clear,sky is clear,2025-08-26 10:00:00,1518
No,290.7,0.5,0.0,55,Rain,light rain,2025-08-26 11:00:00,810
No,293.4,0.0,0.0,9,Clear,sky is clear,2025-08-26 12:00:00,1538
No,312.0,0.5,0.0,0,Rain,light rain,2025-08-26 13:00:00,1291
No,301.1,0.0,0.0,14,Clouds,overcast clouds,2025-08-26 14:00:00,1482
No,295.5,0.0,0.0,74,Clear,sky is clear,2025-08-26 15:00:00,1413
No,288.6,2.0,0.0,29,Rain,heavy rain,2025-08-26 16:00:00,3580
No,299.9,0.0,0.0,44,Clear,sky is clear,2025-08-26 17:00:00,3673
No,284.5,0.0,0.0,52,Clouds,overcast clouds,2025-08-26 18:00:00,3886
No,303.5,2.0,0.0,24,Rain,heavy rain,2025-08-26 19:00:00,329
No,305.4,0.0,0.0,0,Clear,sky is clear,2025-08-26 20:00:00,864
No,290.0,0.0,0.5,26,Snow,light snow,2025-08-26 21:00:00,200
No,303.4,0.5,0.0,33,Rain,light rain,2025-08-26 22:00:00,417
No,297.9,2.0,0.0,62,Rain,heavy rain,2025-08-26 23:00:00,200
No,305.7,0.0,0.0,21,Clear,sky is clear,2025-08-27 00:00:00,517
No,294.1,0.5,0.0,74,Rain,light rain,2025-08-27 01:00:00,200
No,290.2,0.0,0.5,33,Snow,light snow,2025-08-27 02:00:00,200
No,292.9,0.5,0.0,1,Rain,light rain,2025-08-27 03:00:00,200
No,289.5,0.0,0.0,65,Clouds,overcast clouds,2025-08-27 04:00:00,514
No,309.8,0.0,0.0,26,Clear,sky is clear,2025-08-27 05:00:00,929
No,294.3,0.0,0.0,71,Clear,sky is clear,2025-08-27 06:00:00,799
No,299.8,0.0,0.0,75,Clear,sky is clear,2025-08-27 07:00:00,5042
No,304.4,0.0,0.5,44,Snow,light snow,2025-08-27 08:00:00,2404
No,299.5,0.0,0.0,95,Clouds,overcast clouds,2025-08-27 09:00:00,5235
No,299.8,0.5,0.0,18,Rain,light rain,2025-08-27 10:00:00,860
No,309.0,0.5,0.0,33,Rain,light rain,2025-08-27 11:00:00,934
No,286.4,0.5,0.0,70,Rain,light rain,2025-08-27 12:00:00,1440
No,301.3,0.5,0.0,42,Rain,light rain,2025-08-27 13:00:00,671
No,276.6,0.0,0.0,72,Clouds,overcast clouds,2025-08-27 14:00:00,1602
No,298.4,0.5,0.0,18,Rain,light rain,2025-08-27 15:00:00,952
No,297.3,0.5,0.0,45,Rain,light rain,2025-08-27 16:00:00,3170
No,303.5,0.0,0.0,65,Clear,sky is clear,2025-08-27 17:00:00,4432
No,285.1,0.0,0.0,10,Clear,sky is clear,2025-08-27 18:00:00,4806
No,286.6,0.0,0.0,53,Clear,sky is clear,2025-08-27 19:00:00,1033
No,309.2,0.5,0.0,78,Rain,light rain,2025-08-27 20:00:00,449
No,294.3,2.0,0.0,17,Rain,heavy rain,2025-08-27 21:00:00,200
No,298.6,0.5,0.0,15,Rain,light rain,2025-08-27 22:00:00,200
No,297.4,0.0,0.0,76,Clouds,overcast clouds,2025-08-27 23:00:00,672
No,300.1,0.0,0.0,62,Clear,sky is clear,2025-08-28 00:00:00,471
No,290.6,0.5,0.0,45,Rain,light rain,2025-08-28 01:00:00,418
No,302.4,0.0,0.5,33,Snow,light snow,2025-08-28 02:00:00,200
No,302.3,0.5,0.0,26,Rain,light rain,2025-08-28 03:00:00,200
No,292.6,0.0,0.0,41,Clouds,overcast clouds,2025-08-28 04:00:00,628
No,291.0,0.0,0.0,23,Clouds,overcast clouds,2025-08-28 05:00:00,898
No,297.7,2.0,0.0,83,Rain,heavy rain,2025-08-28 06:00:00,254
No,304.0,0.0,0.0,70,Clear,sky is clear,2025-08-28 07:00:00,4214
No,281.3,0.0,0.0,69,Clear,sky is clear,2025-08-28 08:00:00,4309
No,299.3,0.0,0.5,21,Snow,light snow,2025-08-28 09:00:00,3557
No,294.4,0.0,0.0,39,Clouds,overcast clouds,2025-08-28 10:00:00,1457
No,297.8,2.0,0.0,66,Rain,heavy rain,2025-08-28 11:00:00,921
No,303.8,0.0,0.5,52,Snow,light snow,2025-08-28 12:00:00,1090
No,300.5,2.0,0.0,0,Rain,heavy rain,2025-08-28 13:00:00,1199
No,310.2,0.0,0.0,58,Clouds,overcast clouds,2025-08-28 14:00:00,1589
No,293.4,0.5,0.0,54,Rain,light rain,2025-08-28 15:00:00,981
No,309.2,0.0,0.0,64,Clear,sky is clear,2025-08-28 16:00:00,5283
No,286.1,0.5,0.0,79,Rain,light rain,2025-08-28 17:00:00,3742
No,291.1,2.0,0.0,81,Rain,heavy rain,2025-08-28 18:00:00,3831
No,288.8,0.0,0.0,45,Clear,sky is clear,2025-08-28 19:00:00,1008
No,288.3,0.0,0.5,50,Snow,light snow,2025-08-28 20:00:00,314
No,287.9,0.0,0.0,2,Clear,sky is clear,2025-08-28 21:00:00,840
No,282.6,0.5,0.0,71,Rain,light rain,2025-08-28 22:00:00,200
No,292.1,0.5,0.0,12,Rain,light rain,2025-08-28 23:00:00,200
No,287.9,0.5,0.0,60,Rain,light rain,2025-08-29 00:00:00,395
No,285.5,2.0,0.0,46,Rain,heavy rain,2025-08-29 01:00:00,200
No,289.8,0.0,0.5,29,Snow,light snow,2025-08-29 02:00:00,200
No,283.5,0.0,0.0,61,Clear,sky is clear,2025-08-29 03:00:00,463
No,304.5,0.0,0.0,60,Clouds,overcast clouds,2025-08-29 04:00:00,692
No,299.7,0.0,0.0,27,Clouds,overcast clouds,2025-08-29 05:00:00,680
